checkpoint,perturbation_type,subtype,layer_idx,head_idx,seed,baseline_loss,perturbed_loss,delta,elapsed_sec
512,head,output_zeroing,11,2,-1,6.36227331161499,6.367589473724365,-0.0008355758781487978,1.2115252017974854
512,head,output_zeroing,11,3,-1,6.36227331161499,6.364213562011718,-0.0003049618118709844,1.2118265628814697
512,head,output_zeroing,11,4,-1,6.36227331161499,6.365283756256104,-0.0004731712225593965,1.2153313159942627
512,head,output_zeroing,11,5,-1,6.36227331161499,6.362436408996582,-2.56350794132826e-05,1.2137439250946045
512,head,output_zeroing,11,6,-1,6.36227331161499,6.366855773925781,-0.0007202554945927508,1.2186579704284668
512,head,output_zeroing,11,7,-1,6.36227331161499,6.372042961120606,-0.001535559544067427,1.2115750312805176
512,head,output_zeroing,11,8,-1,6.36227331161499,6.365187568664551,-0.0004580527913254768,1.2114386558532715
512,head,output_zeroing,11,9,-1,6.36227331161499,6.363578472137451,-0.00020514059339115924,1.2127482891082764
512,head,output_zeroing,11,10,-1,6.36227331161499,6.364521751403808,-0.0003534019490664982,1.2140374183654785
512,head,output_zeroing,11,11,-1,6.36227331161499,6.383645534515381,-0.003359211692678114,1.2122128009796143
512,layer,full_zero,0,-1,-1,6.36227331161499,9.054606704711913,-0.4231716025436678,1.2080891132354736
512,layer,full_zero,1,-1,-1,6.36227331161499,7.017828769683838,-0.10303792779100888,1.2085251808166504
512,layer,full_zero,2,-1,-1,6.36227331161499,6.817927265167237,-0.07161810428992468,1.2100870609283447
512,layer,full_zero,3,-1,-1,6.36227331161499,6.740428676605225,-0.05943714557183092,1.2130193710327148
512,layer,full_zero,4,-1,-1,6.36227331161499,6.586084270477295,-0.03517782841138171,1.2135987281799316
512,layer,full_zero,5,-1,-1,6.36227331161499,6.468831558227539,-0.016748454741486132,1.2098782062530518
512,layer,full_zero,6,-1,-1,6.36227331161499,6.418481769561768,-0.008834650005394098,1.209472417831421
512,layer,full_zero,7,-1,-1,6.36227331161499,6.407924652099609,-0.007175318985633365,1.2095773220062256
512,layer,full_zero,8,-1,-1,6.36227331161499,6.399776592254638,-0.005894635266797222,1.2089345455169678
512,layer,full_zero,9,-1,-1,6.36227331161499,6.416421718597412,-0.008510858356802903,1.2074339389801025
512,layer,full_zero,10,-1,-1,6.36227331161499,6.413330097198486,-0.00802492805367015,1.206080675125122
512,layer,full_zero,11,-1,-1,6.36227331161499,6.4608261680603025,-0.015490195346590059,1.2069098949432373
512,type_a,block_noise,0,-1,42000,6.36227331161499,7.734913806915284,-0.21574686092067064,1.2582573890686035
512,type_a,block_noise,1,-1,42001,6.36227331161499,7.028805408477783,-0.10476319771518931,1.2195305824279785
512,type_a,block_noise,2,-1,42002,6.36227331161499,6.830972938537598,-0.07366857787560749,1.2178430557250977
512,type_a,block_noise,3,-1,42003,6.36227331161499,6.662039070129395,-0.04711613975576174,1.2178895473480225
512,type_a,block_noise,4,-1,42004,6.36227331161499,6.546519832611084,-0.02895922761754561,1.2144355773925781
512,type_a,block_noise,5,-1,42005,6.36227331161499,6.4983941841125485,-0.02139500550047982,1.2180070877075195
512,type_a,block_noise,6,-1,42006,6.36227331161499,6.454381771087647,-0.014477287435059312,1.217716932296753
512,type_a,block_noise,7,-1,42007,6.36227331161499,6.413076171875,-0.007985016954122988,1.216078281402588
512,type_a,block_noise,8,-1,42008,6.36227331161499,6.442903327941894,-0.012673145647438003,1.2164580821990967
