model,checkpoint,layer_idx,head_idx,class,OV_PR,QK_PR,OV_entropy,QK_entropy,abs_delta_this_ckpt
160M,0,7,8,growing,54.89201300481843,55.0121456108591,4.077291965484619,4.078303813934326,
160M,0,7,9,growing,54.85117995464598,54.608180285928945,4.0770978927612305,4.074246406555176,
160M,0,7,10,growing,54.69720925204633,54.81725250978664,4.075003623962402,4.077390670776367,
160M,0,7,11,emergent,55.18485706872653,54.85585007506493,4.079862117767334,4.076281547546387,
160M,0,8,0,growing,54.63392668153291,54.91720016673819,4.075408458709717,4.077786922454834,
160M,0,8,1,emergent,55.0379703230274,54.75769144352294,4.078851699829102,4.075450897216797,
160M,0,8,2,growing,54.6783278409502,54.473875139072995,4.075577735900879,4.0735039710998535,
160M,0,8,3,growing,55.107882586778345,55.17392295777333,4.0786638259887695,4.079441070556641,
160M,0,8,4,born,54.607188640175366,54.890334696647685,4.074216842651367,4.076458930969238,
160M,0,8,5,growing,55.25641673934363,54.50500715377602,4.08038330078125,4.072975158691406,
160M,0,8,6,never,54.912488006586926,54.7496006944795,4.076173305511475,4.075379371643066,
160M,0,8,7,never,54.41746078233877,54.85895315110914,4.071927547454834,4.07673454284668,
160M,0,8,8,growing,54.733576327066174,54.77388089575518,4.0754008293151855,4.076422691345215,
160M,0,8,9,emergent,54.790287391167055,54.86456648657374,4.076501846313477,4.076128959655762,
160M,0,8,10,emergent,54.81843832905994,55.18163313467972,4.076827049255371,4.079848289489746,
160M,0,8,11,never,54.22784886117029,55.05098751847806,4.071130752563477,4.078829765319824,
160M,0,9,0,never,54.57758948607225,54.455975360094136,4.07474422454834,4.07257080078125,
160M,0,9,1,never,55.11152708621711,54.81970563689958,4.078660011291504,4.076131343841553,
160M,0,9,2,born,54.51860401766638,54.45565733094945,4.073461055755615,4.072782039642334,
160M,0,9,3,born,54.95465566065951,55.24403624544537,4.0770673751831055,4.081122875213623,
160M,0,9,4,growing,55.13154291281495,55.172263064509174,4.079854965209961,4.079895973205566,
160M,0,9,5,emergent,54.7549798970437,55.021681243682664,4.075995445251465,4.078636169433594,
160M,0,9,6,emergent,54.98521319599434,54.66060041924218,4.0780744552612305,4.073803901672363,
160M,0,9,7,emergent,54.32260172842721,54.0567687674528,4.071109771728516,4.06916618347168,
160M,0,9,8,growing,54.857378404044965,54.48691344011732,4.076908588409424,4.073400020599365,
160M,0,9,9,never,54.83192283569459,54.89190651049836,4.076629161834717,4.077271461486816,
160M,0,9,10,never,54.35659728585892,54.76710341876679,4.071964740753174,4.075667381286621,
160M,0,9,11,emergent,54.33980332464608,54.926245602481025,4.071507453918457,4.077069282531738,
160M,0,10,0,emergent,54.536045107742794,54.77899139846391,4.073535919189453,4.0757317543029785,
160M,0,10,1,growing,54.455519739490875,54.86522988379566,4.072562217712402,4.077084064483643,
160M,0,10,2,emergent,55.157175867014274,55.09616360445342,4.079625606536865,4.078677177429199,
160M,0,10,3,emergent,55.14492411859684,54.95934324371772,4.078813076019287,4.077520847320557,
160M,0,10,4,emergent,55.04392135308409,54.603279449998944,4.078397750854492,4.074333667755127,
160M,0,10,5,growing,54.67619134385357,54.768797092093685,4.075020790100098,4.075523853302002,
160M,0,10,6,growing,54.55315086725068,54.65736039345372,4.073278427124023,4.074536323547363,
160M,0,10,7,growing,54.92687470041132,54.663512736518406,4.077250003814697,4.074675559997559,
160M,0,10,8,growing,54.86425828854453,54.54987334277436,4.076877117156982,4.073029041290283,
160M,0,10,9,growing,54.89631438991115,54.82401132465215,4.076585292816162,4.0765461921691895,
160M,0,10,10,emergent,55.136247328677584,54.651498101697335,4.079241752624512,4.074490070343018,
160M,0,10,11,emergent,54.78048565740585,54.643550247240206,4.075675010681152,4.073371410369873,
160M,0,11,0,born,54.956176612510475,54.790705549412735,4.077577590942383,4.075546741485596,
160M,0,11,1,never,54.78790581398091,54.12028301908042,4.075500011444092,4.069586277008057,
160M,0,11,2,born,55.12119225347034,54.52276492110591,4.079200267791748,4.073631286621094,
160M,0,11,3,never,55.028975244512516,54.537684027678345,4.077838897705078,4.073159694671631,
160M,0,11,4,growing,54.831687126510985,54.72372117063954,4.076600074768066,4.075462341308594,
160M,0,11,5,never,54.38354190836432,54.68527144397621,4.0716986656188965,4.075648784637451,
160M,0,11,6,born,54.284104901070464,54.57585753092137,4.070689678192139,4.074197769165039,
160M,0,11,7,never,54.00237559746198,54.90671778873109,4.068545818328857,4.075937747955322,
160M,0,11,8,growing,54.46910271686209,54.858070786722095,4.072815418243408,4.07612943649292,
160M,0,11,9,never,54.89394878539029,54.51547455611645,4.077030181884766,4.073153495788574,
160M,0,11,10,never,54.67974468277488,54.59440674837396,4.0741705894470215,4.074738502502441,
160M,0,11,11,born,54.76337757690931,54.55062320951317,4.074907302856445,4.073456764221191,
160M,512,0,0,growing,53.59531886171967,54.07301994592351,4.064955234527588,4.069766044616699,0.0003385773124511
160M,512,0,1,growing,53.14465657772238,53.61098364354767,4.061033725738525,4.065493106842041,0.0004261251108494
160M,512,0,2,growing,51.73316627513734,53.18158780508305,4.049989700317383,4.060255527496338,0.0003894997143822
160M,512,0,3,born,52.94757048981761,52.08718601889096,4.058891296386719,4.054125785827637,0.0005218002277238
160M,512,0,4,emergent,52.35488482578231,53.16273339267555,4.05381441116333,4.063347816467285,2.826424145798371e-05
160M,512,0,5,growing,52.83638858247623,54.259362518739614,4.057869911193848,4.070353031158447,0.0001437764908874
160M,512,0,6,growing,53.312858114542,53.76616161879032,4.062502861022949,4.067896842956543,0.0001769273163057
160M,512,0,7,born,53.838080300554864,54.16381859970063,4.0668439865112305,4.069746971130371,0.0007056317175633
160M,512,0,8,growing,51.438776154817944,52.92278159519123,4.0463433265686035,4.0598835945129395,0.0002566056159951
160M,512,0,9,growing,52.80438993105093,51.37620715895223,4.057802677154541,4.052729606628418,0.0002982704895402
160M,512,0,10,born,53.36103889258896,53.75113777361918,4.062819004058838,4.065764427185059,0.0011978276406204
160M,512,0,11,growing,52.437311390176376,53.5363547263862,4.055841445922852,4.064868927001953,0.0003136587321584
160M,512,1,0,growing,54.37171286848865,45.819157206942926,4.0724616050720215,4.012889862060547,0.0003028782684033
160M,512,1,1,growing,53.41243188198226,40.24090736779489,4.062905788421631,3.9714105129241943,0.0004989891741329
160M,512,1,2,growing,54.62230390585902,46.941230807936776,4.074748516082764,4.016697406768799,0.0003358132447141
160M,512,1,3,growing,54.2152845663835,51.32490619066928,4.071138858795166,4.050991058349609,0.0004046361330416
160M,512,1,4,born,54.56532552475853,46.978646091069066,4.074376583099365,4.017343044281006,0.000506993578534
160M,512,1,5,born,54.58441249239484,44.10085964133064,4.074074745178223,4.002851486206055,0.0005994039776584
160M,512,1,6,growing,54.4662012720873,47.98163286611442,4.073216438293457,4.025101661682129,0.000491551373639
160M,512,1,7,emergent,54.12575228136173,45.77622585242164,4.071133613586426,4.01311731338501,5.825827367979269e-05
160M,512,1,8,born,54.11824987755638,48.7861079555818,4.070257186889648,4.032523155212402,0.000638331764605
160M,512,1,9,growing,53.174732408686396,52.609168580127744,4.0644636154174805,4.060434818267822,0.0002589499771342
160M,512,1,10,born,53.965461237204885,44.802736385598564,4.0681891441345215,4.009864330291748,0.0008733644614727
160M,512,1,11,growing,54.33899796245737,47.084649498846176,4.072210788726807,4.020562171936035,0.000431716202313
160M,512,2,0,growing,53.93496528510805,47.610357677745355,4.069005966186523,4.026519775390625,0.0003233779378019
160M,512,2,1,born,51.48961750295772,41.290173183879716,4.045986175537109,3.9819846153259277,0.0006858845221366
160M,512,2,2,growing,54.72683644861528,43.49713755844414,4.074977874755859,3.9965128898620605,0.0004977390480523
160M,512,2,3,born,52.963052583860936,42.161192272750306,4.059656143188477,3.9870471954345703,0.0008550682517126
160M,512,2,4,growing,54.23805303575139,49.61029647447102,4.0713725090026855,4.036428928375244,0.0004174102031364
160M,512,2,5,growing,52.99430867998132,38.05521743587892,4.059406757354736,3.951828956604004,0.0002373740601027
160M,512,2,6,born,47.35675554824312,36.05413008296232,4.010195732116699,3.9363017082214355,0.0012589848877295
160M,512,2,7,growing,53.59168492415271,42.325320362188805,4.064052104949951,3.986790180206299,0.0001798682603945
160M,512,2,8,growing,44.507052319693926,45.64350778493879,4.004243850708008,4.015039443969727,0.0001937485571649
160M,512,2,9,growing,53.844987174265434,43.730221972931275,4.066464424133301,3.995009660720825,0.0004051157977248
160M,512,2,10,growing,53.345179568124614,43.566192110438685,4.0626091957092285,3.9931111335754395,0.0001798712582988
160M,512,2,11,born,52.04841470253311,42.350612605917284,4.05208683013916,3.985330104827881,0.0011734246998623
160M,512,3,0,born,41.93845117806512,32.706127273893,3.9556784629821777,3.9135313034057617,0.0058260342233857
160M,512,3,1,born,39.21851031995339,40.977693782762564,3.9472246170043945,3.977240562438965,0.0062064203087869
160M,512,3,2,born,36.65620179372591,37.716221595104464,3.9069979190826416,3.955746650695801,0.0084314288831678
160M,512,3,3,emergent,54.52914790451663,54.097528486776056,4.073889255523682,4.0697526931762695,1.7369857340661388e-05
160M,512,3,4,born,38.468771048934855,37.13399666576166,3.9388794898986816,3.9546477794647217,0.0014181766023734
160M,512,3,5,growing,53.72514016825312,49.82140577902263,4.066840648651123,4.040328025817871,0.0004639466711204
160M,512,3,6,growing,53.17148706973929,43.568849583068726,4.061634540557861,3.9962377548217773,0.0003920359413946
160M,512,3,7,growing,44.022391825823966,51.78375249984695,4.0069475173950195,4.052497386932373,0.0002326703483029
160M,512,3,8,born,52.12192635661447,47.92193119598327,4.054076671600342,4.028807163238525,0.0005050359470457
160M,512,3,9,born,45.593571045138255,34.53820737180725,3.991337776184082,3.9255528450012207,0.0029461784297759
160M,512,3,10,born,52.23133890941702,36.762722768585824,4.051018714904785,3.937554359436035,0.0018939679932648
160M,512,3,11,growing,51.364025777454216,38.24488571837495,4.04584264755249,3.956883668899536,0.000101089331986
160M,512,4,0,born,52.37665203943907,41.772015864169774,4.053728103637695,3.97385311126709,0.0045107726766988
160M,512,4,1,growing,52.61156661118722,52.533060358259426,4.057136535644531,4.056760787963867,0.0004213074786875
160M,512,4,2,born,51.74862311313216,34.938722412092076,4.0478105545043945,3.9207115173339844,0.001366306862693
160M,512,4,3,born,48.294405831194744,30.031313512539654,4.0238847732543945,3.8881747722625732,0.0029320762880896
160M,512,4,4,born,49.435840453875194,36.04759351003278,4.02914571762085,3.935817003250122,0.0019005393994247
160M,512,4,5,born,47.324072115322195,35.563923876412304,4.011021137237549,3.939548969268799,0.0024385912661965
160M,512,4,6,born,52.659109885423206,40.6535778725951,4.055309295654297,3.959010601043701,0.0023583013940359
160M,512,4,7,born,52.884003170071246,37.966060901120926,4.059806823730469,3.9509339332580566,0.0009658108354483
160M,512,4,8,born,52.76882167678494,41.51940663404065,4.056838512420654,3.9748449325561523,0.0013234937918124
160M,512,4,9,born,50.877003668416336,30.16278796813397,4.037930488586426,3.874054431915283,0.0026248150836435
160M,512,4,10,born,47.98444843942406,41.215534210049825,4.013457298278809,3.950429916381836,0.0009966922473342
160M,512,4,11,born,52.89076840103964,39.632319670945655,4.057856559753418,3.9465672969818115,0.0016950090784785
160M,512,5,0,growing,54.591176903109826,51.907519116214864,4.074029922485352,4.0551347732543945,0.0001038893745743
160M,512,5,1,born,53.39580295805598,41.593801857266826,4.063934326171875,3.987421751022339,0.0007130335432062
160M,512,5,2,growing,53.46256622426715,46.7963114477004,4.0654706954956055,4.012727737426758,0.0001437674971746
160M,512,5,3,born,54.19273590501511,51.00053779053379,4.070972919464111,4.047293663024902,0.0007804773955695
160M,512,5,4,growing,53.075919018081,36.14816735082494,4.0620293617248535,3.9361050128936768,0.0002366065966096
160M,512,5,5,growing,54.150845987656815,46.085412596762986,4.070450782775879,4.008236885070801,0.0001301660055014
160M,512,5,6,never,50.73411357761567,39.6848359532432,4.037703514099121,3.941901922225952,0.0034107366733675
160M,512,5,7,emergent,54.10760937489895,52.38310462504617,4.0698018074035645,4.056241035461426,4.967827165901152e-05
160M,512,5,8,growing,50.37387528775266,40.45637032846585,4.041335582733154,3.975862503051758,0.0002926254357997
160M,512,5,9,born,52.98968603846537,44.692735590639124,4.059170722961426,3.99426007270813,0.000852696909435
160M,512,5,10,growing,49.88506534462519,43.65293289361617,4.033598899841309,3.981870651245117,0.0004195746900193
160M,512,5,11,emergent,54.00089668741844,51.360238680045,4.067347526550293,4.048278331756592,3.492558474609947e-05
160M,512,6,0,growing,52.042933450475836,42.87731517507404,4.052332878112793,3.9880099296569824,0.0002854574466901
160M,512,6,1,growing,53.16791686372681,43.11371078056811,4.061656951904297,3.9955296516418457,0.0004465618242582
160M,512,6,2,emergent,53.43761334065531,51.940744038242734,4.062749862670898,4.0529327392578125,8.525140372734718e-05
160M,512,6,3,emergent,52.78525770932845,50.716603673952534,4.059615612030029,4.041532516479492,7.783758646751551e-05
160M,512,6,4,growing,52.40422207484666,42.581479067248466,4.05301570892334,3.985177993774414,0.0004815803440366
160M,512,6,5,emergent,53.69209441570828,53.55170291233508,4.065721035003662,4.064549446105957,3.5747010516160576e-05
160M,512,6,6,born,51.671085029606964,45.15617139658204,4.0494384765625,3.9937121868133545,0.0009751343177282
160M,512,6,7,emergent,54.430424804412795,53.24147529109978,4.073085784912109,4.063159465789795,3.364248171843927e-05
160M,512,6,8,growing,52.7297019273154,52.6913760101211,4.056859016418457,4.058407783508301,0.0004440345909586
160M,512,6,9,growing,53.58865460179403,51.15088372054202,4.0648112297058105,4.047427177429199,0.0002910005716854
160M,512,6,10,growing,52.9772841678477,51.18899574448948,4.060670375823975,4.045305252075195,0.0001137045131545
160M,512,6,11,growing,49.406604947942185,49.625725502660664,4.037901878356934,4.033374786376953,0.0003688771309085
160M,512,7,0,emergent,53.7167021573509,50.37747974737286,4.0660552978515625,4.041024208068848,7.522041603990577e-05
160M,512,7,1,growing,54.45973634321504,52.58195059577622,4.072354793548584,4.058751106262207,0.0001032478230605
160M,512,7,2,growing,53.36149286549732,49.10240519089879,4.063132286071777,4.033459186553955,0.0002061898598856
160M,512,7,3,emergent,52.772067797422274,50.72542535399703,4.060573577880859,4.043118476867676,9.451193001757522e-05
160M,512,7,4,emergent,53.83449771551626,53.30551981125311,4.066725730895996,4.063327789306641,6.257825373298151e-05
160M,512,7,5,emergent,54.71045291560502,53.70057445405798,4.0754618644714355,4.066503047943115,5.345563103916468e-05
160M,512,7,6,growing,52.833374835324875,51.73184448491432,4.057468414306641,4.052494049072266,0.000118417218667
160M,512,7,7,emergent,54.25334275513918,48.828865784433255,4.070253372192383,4.031691551208496,4.1943678642195e-05
160M,512,7,8,growing,45.79958524915734,49.596372250754555,4.016448020935059,4.040531158447266,0.0002499532664197
160M,512,7,9,growing,54.24266314234994,53.32078356651515,4.0706353187561035,4.062963485717773,0.000101410107743
160M,512,7,10,growing,53.73361746017023,50.08178369169558,4.065851211547852,4.040406227111816,0.0001360089209237
160M,512,7,11,emergent,52.44204975796116,50.01230833099387,4.058479309082031,4.038502216339111,2.1225162232048075e-05
160M,512,8,0,growing,53.93713528671868,49.915648325517616,4.068832874298096,4.03912353515625,0.0001069652243553
160M,512,8,1,emergent,53.87785636066227,48.84600813286407,4.0686564445495605,4.029825210571289,4.206959062165443e-05
160M,512,8,2,growing,52.87323662564036,43.68185896178543,4.059317588806152,3.993342399597168,0.0001259569479061
160M,512,8,3,growing,53.502344800301024,53.00134808255683,4.064717769622803,4.0609893798828125,0.0001926962927661
160M,512,8,4,born,53.21642756806694,52.184507131505114,4.062337875366211,4.055774211883545,0.0005293339611543
160M,512,8,5,growing,54.46034215080108,50.227907101335,4.0722503662109375,4.040215015411377,0.0001644950072976
160M,512,8,6,never,53.634459479696496,53.00597581470246,4.064510345458984,4.060591697692871,1.724994116988725e-05
160M,512,8,7,never,53.93397623694769,52.96098826711384,4.067123889923096,4.060690879821777,9.410121713254466e-05
160M,512,8,8,growing,53.237453905276496,50.43809037575394,4.06243896484375,4.0442938804626465,0.0003554555134915
160M,512,8,9,emergent,54.30080199074307,52.89632771431086,4.071626663208008,4.0588860511779785,4.4461918229010304e-05
160M,512,8,10,emergent,54.48782539571251,52.63182528858219,4.073324203491211,4.058328628540039,5.7218000898163014e-05
160M,512,8,11,never,53.59321819756137,53.05291872707455,4.0648393630981445,4.0627007484436035,9.305494854236928e-05
160M,512,9,0,never,50.935755160704005,48.781168521676605,4.046594619750977,4.029322624206543,0.000404729068074
160M,512,9,1,never,53.46535609127217,53.681879071614624,4.063561916351318,4.065502166748047,0.0001684942115939
160M,512,9,2,born,53.21053201337113,50.721978464721516,4.062284469604492,4.045350074768066,0.001083046879833
160M,512,9,3,born,49.24517806596579,42.748366795888586,4.030237197875977,3.9963040351867676,0.0010702638160254
160M,512,9,4,growing,53.9668518025121,45.82349086462362,4.069209098815918,4.014655113220215,0.000126298708993
160M,512,9,5,emergent,53.85396187073909,53.4877579234619,4.067643165588379,4.0644850730896,4.493858500734541e-06
160M,512,9,6,emergent,52.672773026735165,45.558247866906605,4.058252811431885,4.006585121154785,4.234239991013418e-05
160M,512,9,7,emergent,51.76435888381601,45.833274464043726,4.047207832336426,4.005040645599365,4.987913124522223e-05
160M,512,9,8,growing,54.01827170986036,51.45460743401654,4.068342208862305,4.049359321594238,0.0002466495759142
160M,512,9,9,never,53.44348298541994,53.836703961847036,4.064329147338867,4.068224906921387,0.0002846000460688
160M,512,9,10,never,38.94205423586973,47.1897850649768,3.9701287746429443,4.024552345275879,0.0004729403839304
160M,512,9,11,emergent,51.10629180641773,51.641469549366946,4.046396255493164,4.051098823547363,3.844212645486424e-05
160M,512,10,0,emergent,53.478599458839845,48.71209264582236,4.063838481903076,4.030819416046143,2.9502375921481457e-05
160M,512,10,1,growing,53.2141574279837,48.33284050174364,4.061214447021484,4.032257080078125,0.0002223725471354
160M,512,10,2,emergent,54.16697560621234,50.661030614689565,4.07021951675415,4.045655250549316,6.943146289483846e-06
160M,512,10,3,emergent,45.95569028015818,48.219217522135395,4.014223575592041,4.02977180480957,8.191173837061036e-05
160M,512,10,4,emergent,52.52505956662499,45.91127676659512,4.05538272857666,4.015299320220947,6.951240630957703e-05
160M,512,10,5,growing,52.7137557892232,53.0337010096522,4.057890892028809,4.062105178833008,0.0002172791077805
160M,512,10,6,growing,52.893504030283765,49.78355204349094,4.058418273925781,4.037179946899414,0.0001909904852364
160M,512,10,7,growing,40.25944519260029,44.013980242370124,3.9674038887023926,3.9922664165496826,0.0002635607539016
160M,512,10,8,growing,53.43351641300361,46.57509771200137,4.064428329467773,4.01814079284668,0.0003015861716628
160M,512,10,9,growing,53.571083775638684,46.9977490812525,4.064364910125732,4.021851539611816,0.0004559902331877
160M,512,10,10,emergent,54.29808385680716,52.23545700713816,4.0716047286987305,4.055935382843018,9.02069394867976e-06
160M,512,10,11,emergent,51.836002315917725,47.5985408798288,4.0519938468933105,4.021106243133545,6.172684892130878e-06
160M,512,11,0,born,36.86876742811589,34.74924585153469,3.926983118057251,3.9342212677001953,0.0007075893490517
160M,512,11,1,never,51.861134331463894,50.39924971691056,4.050140380859375,4.041858673095703,0.0006176672104715
160M,512,11,2,born,53.694252672159166,47.174132318081135,4.065958023071289,4.021971225738525,0.0008355758781487
160M,512,11,3,never,43.58678825755149,33.90960925944791,3.9791455268859863,3.9257869720458984,0.0003049618118709
160M,512,11,4,growing,52.75520939577806,47.81943181595265,4.058075904846191,4.026880741119385,0.0004731712225593
160M,512,11,5,never,53.41485142764499,51.57237033143373,4.062803745269775,4.052171230316162,2.56350794132826e-05
160M,512,11,6,born,22.06081788692845,48.98871985311076,3.7938075065612793,4.035506248474121,0.0007202554945927
160M,512,11,7,never,29.440378685526,37.49170449538002,3.826641321182251,3.9496803283691406,0.0015355595440674
160M,512,11,8,growing,49.979406681293895,47.59630871218318,4.034746170043945,4.025064945220947,0.0004580527913254
160M,512,11,9,never,32.221908440719055,49.04140559780994,3.896796464920044,4.03466796875,0.0002051405933911
160M,512,11,10,never,53.29632302324902,46.53791391345986,4.060650825500488,4.019158363342285,0.0003534019490664
160M,512,11,11,born,16.013027567966525,33.6300382389544,3.6002821922302246,3.9079461097717285,0.0033592116926781
160M,1000,0,0,growing,43.93542419490324,49.69285590214804,3.970479965209961,4.033893585205078,0.0001613348525348
160M,1000,0,1,growing,44.66066507394867,51.49984009535154,3.974987506866455,4.045736312866211,9.013263584768104e-05
160M,1000,0,2,growing,41.79104900996241,45.72798137376384,3.953460693359375,4.003262042999268,0.0001009201328379
160M,1000,0,3,born,42.320131479684825,45.607260128400185,3.952737331390381,4.005492687225342,4.47525213592986e-05
160M,1000,0,4,emergent,42.52049971812491,49.06201513873982,3.9596588611602783,4.032684326171875,7.675187668312336e-05
160M,1000,0,5,growing,40.667324069978754,53.14551401236543,3.950176239013672,4.060061931610107,2.6785201088720777e-05
160M,1000,0,6,growing,43.302926244793184,52.4274041847897,3.9680233001708984,4.056346893310547,3.362951860843478e-06
160M,1000,0,7,born,44.55354766808915,52.13007591444823,3.97943115234375,4.0511980056762695,8.877877142476654e-05
160M,1000,0,8,growing,43.88204704228576,46.74095943047911,3.9648637771606445,4.0095953941345215,0.0001871135363414
160M,1000,0,9,growing,45.843234929327934,44.50218019893084,3.9867327213287354,4.00290060043335,0.0002371591544676
160M,1000,0,10,born,45.77698450781732,51.27314627188053,3.9897332191467285,4.043644905090332,0.001016645609141
160M,1000,0,11,growing,45.44880728522488,48.72935203417403,3.986243724822998,4.022630214691162,0.000328294360471
160M,1000,1,0,growing,49.143809339291714,37.298485253012714,4.025981903076172,3.9381251335144043,0.0003953955126238
160M,1000,1,1,growing,37.138883790286165,29.551874476309013,3.9063313007354736,3.8643743991851807,0.000596888431159
160M,1000,1,2,growing,47.10674439995559,38.699818094653324,4.009405136108398,3.94482159614563,0.0002382840855478
160M,1000,1,3,growing,43.23841924048157,48.15347135316223,3.983309745788574,4.026334762573242,7.407177772359255e-05
160M,1000,1,4,born,49.73834456855744,38.25535282963188,4.030471324920654,3.9404139518737793,0.0002004548242401
160M,1000,1,5,born,48.37450202786908,33.228989864746815,4.016211032867432,3.905836582183838,2.926399659188132e-05
160M,1000,1,6,growing,48.74699014657006,37.81327893993487,4.020833969116211,3.9445950984954834,3.58043853634178e-05
160M,1000,1,7,emergent,41.329936840712534,37.738365730399856,3.963484764099121,3.94537091255188,0.0001602493927206
160M,1000,1,8,born,48.41047518860041,42.331003694289485,4.019569396972656,3.9754292964935303,0.0008048349016806
160M,1000,1,9,growing,32.11744867004521,48.027603965153844,3.899627685546875,4.025913238525391,0.0002839247103915
160M,1000,1,10,born,49.971456679756784,35.04892529248081,4.029317855834961,3.9188249111175537,0.0009129585405583
160M,1000,1,11,growing,44.8796812458147,38.94557748874959,3.9814066886901855,3.947787046432495,0.0001643978227744
160M,1000,2,0,growing,42.09716404623151,36.79563895323692,3.948279619216919,3.9367003440856934,0.0015571414426054
160M,1000,2,1,born,37.5940208407634,33.80603834860361,3.8853368759155273,3.8970117568969727,0.0020148581370729
160M,1000,2,2,growing,50.828018313163966,33.54644818462398,4.035272598266602,3.8932790756225586,0.0002553356724479
160M,1000,2,3,born,46.21016077037389,35.340665262104416,3.988964557647705,3.9086508750915527,0.0033252291719465
160M,1000,2,4,growing,47.28238938877164,41.56926189248221,4.0068254470825195,3.974997043609619,0.0007411006485152
160M,1000,2,5,growing,46.24458465841108,29.065463047158513,3.9885904788970947,3.8366594314575195,0.0001559075534638
160M,1000,2,6,born,28.70887964984188,31.18278767036302,3.710339069366455,3.883472442626953,0.0057376734769047
160M,1000,2,7,growing,45.400450265874646,30.728485300773688,3.9869771003723145,3.856041431427002,0.0003763703624251
160M,1000,2,8,growing,26.14971890413584,37.459497263660836,3.787646770477295,3.951118230819702,0.0002472361686704
160M,1000,2,9,growing,43.625301505389174,35.282009227326405,3.9627861976623535,3.91312313079834,0.0006199791217527
160M,1000,2,10,growing,45.87201432398426,33.30484751064646,3.9849424362182617,3.887986421585083,0.0010236280760915
160M,1000,2,11,born,41.62479788247449,32.55462025497047,3.9440908432006836,3.883033037185669,0.0007455372188105
160M,1000,3,0,born,28.550389048187462,21.92448844129859,3.669680595397949,3.7836790084838867,0.0948660340101636
160M,1000,3,1,born,32.14465277645169,29.76168051243022,3.81766414642334,3.86069393157959,0.0084792726159322
160M,1000,3,2,born,31.393316757871588,32.59681080963961,3.756387710571289,3.9099221229553223,0.0259550137929575
160M,1000,3,3,emergent,41.86254634188808,52.18605600588543,3.9478707313537598,4.053642272949219,0.00088103418064
160M,1000,3,4,born,31.433074793669224,35.30089495034245,3.7974114418029785,3.9292140007019043,0.0016122591184091
160M,1000,3,5,growing,45.371279958223006,38.67616932744179,3.983473062515259,3.951695442199707,0.000252864771198
160M,1000,3,6,growing,36.249527658592726,32.405360291474814,3.877859354019165,3.892714262008667,0.0002703860661631
160M,1000,3,7,growing,31.21671664423343,47.73451079399416,3.8708302974700928,4.02089786529541,0.000222132443512
160M,1000,3,8,born,25.119596898454606,36.73637699689865,3.592660903930664,3.933516263961792,0.0069728872742404
160M,1000,3,9,born,36.61163812040939,30.139552025285308,3.8476755619049072,3.860154867172241,0.0056121074855937
160M,1000,3,10,born,44.19738531505422,27.51618485941572,3.962841510772705,3.7869374752044678,0.000466980600591
160M,1000,3,11,growing,36.417860973514095,33.34586632838883,3.8942179679870605,3.902965545654297,0.0013249477733971
160M,1000,4,0,born,42.337706036888434,31.121129115568316,3.9493932723999023,3.815277099609375,0.0142366185717974
160M,1000,4,1,growing,45.68720348296258,43.95322152709746,3.9887073040008545,3.982372999191284,0.000290682191126
160M,1000,4,2,born,43.53389440799141,19.791010983347814,3.9613280296325684,3.6747570037841797,0.0012678131159021
160M,1000,4,3,born,24.111416252144256,11.730736669995103,3.7431344985961914,3.4527485370635986,0.0046748464865761
160M,1000,4,4,born,26.443074504126525,18.931624364066128,3.7350101470947266,3.671797752380371,0.0019149958341631
160M,1000,4,5,born,28.222401532904485,15.859553535253236,3.7266809940338135,3.6176323890686035,0.0062078038845203
160M,1000,4,6,born,46.03503383964224,33.22864086210493,3.9717001914978027,3.7942192554473877,0.006362712814955
160M,1000,4,7,born,39.873731839043735,16.225252505565276,3.9475884437561035,3.6095049381256104,0.0017241522631873
160M,1000,4,8,born,47.29435837405191,30.044093322335883,3.994929075241089,3.7821524143218994,0.0068354009606059
160M,1000,4,9,born,41.23166386931133,15.877536211965179,3.927269458770752,3.5890603065490723,0.0002662889487552
160M,1000,4,10,born,45.958956210805894,39.5565559867904,3.9465079307556152,3.8575968742370605,0.0303736365036013
160M,1000,4,11,born,46.33022584928865,33.04027665421567,3.971508741378784,3.7890965938568115,0.0070252616970589
160M,1000,5,0,growing,49.62446793834769,41.366312671398205,4.023251533508301,3.96876859664917,4.231319712233088e-05
160M,1000,5,1,born,43.09181903318278,26.2954098959567,3.9661552906036377,3.8130650520324707,0.0031679993310725
160M,1000,5,2,growing,41.69800437960517,31.896799237031562,3.951002836227417,3.8321151733398438,0.0029947796803532
160M,1000,5,3,born,35.54473391097035,28.773227499805937,3.917008399963379,3.829136371612549,0.0012616082328914
160M,1000,5,4,growing,43.36049288910184,21.16957199386712,3.956695079803467,3.673917531967163,0.006555407588305
160M,1000,5,5,growing,31.36792987608792,27.394552013020213,3.841926097869873,3.8065078258514404,0.0019020650474305
160M,1000,5,6,never,46.08122998856146,37.30055715441315,3.9623894691467285,3.832733392715454,0.0172977573445032
160M,1000,5,7,emergent,49.3046428187477,39.220101362382636,4.0199785232543945,3.954009532928467,0.0001188558760956
160M,1000,5,8,growing,23.388593446630544,19.749970990246318,3.672060966491699,3.719747304916382,0.0011507373939018
160M,1000,5,9,born,43.840219188907476,27.117781014772394,3.9501404762268066,3.7362217903137207,0.0048231005615679
