model,checkpoint,layer_idx,head_idx,class,OV_PR,QK_PR,OV_entropy,QK_entropy,abs_delta_this_ckpt
160M,1000,5,10,growing,42.80942077003179,32.545792111660056,3.9501614570617676,3.8122308254241943,0.0015364624463625
160M,1000,5,11,emergent,49.671640635145245,40.98555839299784,4.023125648498535,3.963982105255127,5.644391033958944e-06
160M,1000,6,0,growing,33.3931742748765,24.152551418016007,3.865800142288208,3.744964599609375,5.55123884634309e-05
160M,1000,6,1,growing,41.5665113815906,22.951106628757692,3.943233013153076,3.764148712158203,0.0003603805525798
160M,1000,6,2,emergent,49.52160378321388,40.22744275153186,4.022223472595215,3.9592227935791016,2.6327334403567605e-05
160M,1000,6,3,emergent,43.502164603833414,39.73100677930134,3.978743076324463,3.9282379150390625,3.765953486418731e-05
160M,1000,6,4,growing,36.049483129423336,19.225014713115268,3.8775734901428223,3.635380744934082,0.0013325894104893
160M,1000,6,5,emergent,48.88494889466839,47.981231320924095,4.016909599304199,4.015350818634033,6.879841658956695e-05
160M,1000,6,6,born,43.518060962268116,29.645181808064223,3.9512581825256348,3.755528211593628,0.0019562156772178
160M,1000,6,7,emergent,50.48276615381714,45.10960257019605,4.0322465896606445,3.9974560737609863,0.0002572855529869
160M,1000,6,8,growing,47.692608747611,45.34752982794533,4.00449275970459,4.001314163208008,0.0001765707612002
160M,1000,6,9,growing,43.945361282128545,37.29559276659486,3.9811630249023438,3.9306626319885254,0.0001170401978609
160M,1000,6,10,growing,45.380006642981456,38.92371041833365,3.9909262657165527,3.9311718940734863,8.313438039080759e-05
160M,1000,6,11,growing,38.31234989059745,38.67789666598675,3.9404778480529785,3.9173660278320312,0.0001978576149391
160M,1000,7,0,emergent,44.61019823008399,32.6452035662079,3.973630905151367,3.8854222297668457,0.0015756258364602
160M,1000,7,1,growing,49.710929449846,40.18705885243016,4.0244293212890625,3.9652163982391357,0.0003260208155511
160M,1000,7,2,growing,44.85747641071038,34.059226539966396,3.981539249420166,3.8845629692077637,2.045006290024737e-05
160M,1000,7,3,emergent,45.757751173046564,33.02808586950361,3.9939961433410645,3.886245012283325,0.0001227714256801
160M,1000,7,4,emergent,47.56521996150424,44.55174915189256,4.005062103271484,3.9956278800964355,0.0001690356965261
160M,1000,7,5,emergent,49.780662470178214,47.374852404047466,4.024380683898926,4.012942790985107,0.0001936815549992
160M,1000,7,6,growing,45.05423791586607,38.51916345660004,3.9846458435058594,3.9355931282043457,0.0001799771314537
160M,1000,7,7,emergent,23.170041751724202,18.966363618540292,3.7817230224609375,3.701921224594116,3.1328343802222906e-05
160M,1000,7,8,growing,33.77229475417432,25.583882167582892,3.9062306880950928,3.8247108459472656,2.4274828572936823e-05
160M,1000,7,9,growing,49.56602918850486,46.20106277712721,4.0221452713012695,4.004180908203125,1.681081217752459e-05
160M,1000,7,10,growing,48.10315110462133,36.06172896980731,4.010323524475098,3.913559913635254,0.0002110173350142
160M,1000,7,11,emergent,45.64616303067519,40.80162203317249,3.9928805828094482,3.9583940505981445,0.0002098687211745
160M,1000,8,0,growing,49.16517913353406,38.39848392184078,4.0210652351379395,3.933291435241699,2.031586059581672e-05
160M,1000,8,1,emergent,31.66791642085304,26.615895309783216,3.8239235877990723,3.811136245727539,0.0007560997295846
160M,1000,8,2,growing,39.82321683604495,26.094244255641623,3.904386281967163,3.7537550926208496,0.0005503912798437
160M,1000,8,3,growing,48.18042842032074,45.56037376680735,4.009967803955078,3.999236583709717,0.0001181611818144
160M,1000,8,4,born,45.72648840075923,42.44610541614337,3.9924659729003906,3.979712724685669,0.0006893261889394
160M,1000,8,5,growing,49.04241070576232,36.77476176037242,4.016607761383057,3.9265670776367188,0.0002267308459977
160M,1000,8,6,never,48.27489403912097,46.85619381086618,4.010190963745117,4.005922317504883,0.0001909501433939
160M,1000,8,7,never,48.95244270623578,43.07262078240663,4.014173984527588,3.9842329025268555,5.3530930911616345e-05
160M,1000,8,8,growing,37.8553022839832,30.837965434232704,3.869487762451172,3.8513941764831543,0.0004458121606502
160M,1000,8,9,emergent,50.02027271823191,43.835287718987225,4.025732040405273,3.9764859676361084,1.4604368410469558e-06
160M,1000,8,10,emergent,49.635272866813544,40.19425747951987,4.02199649810791,3.9526479244232178,0.0001948656929784
160M,1000,8,11,never,49.06272701924611,41.7874990714846,4.016509532928467,3.9800057411193848,0.0002685032867762
160M,1000,9,0,never,44.29405626297321,39.60226291734199,3.9836771488189697,3.9462058544158936,0.0001591205145139
160M,1000,9,1,never,47.060431486935634,46.77550548970354,4.001125335693359,4.009660720825195,7.127326496603469e-05
160M,1000,9,2,born,45.44758420962939,38.19258283501109,3.987520694732666,3.9454586505889893,0.0002647456222556
160M,1000,9,3,born,24.718132222971867,26.774427209378562,3.712381601333618,3.814455986022949,0.0012138716838245
160M,1000,9,4,growing,47.78288507662908,30.71645376233749,4.006363868713379,3.8726980686187744,6.78905774722786e-05
160M,1000,9,5,emergent,49.051092479387904,45.56060581912502,4.019013404846191,3.9966702461242676,0.0001698290689723
160M,1000,9,6,emergent,40.605818082884134,33.03583261326803,3.940748453140259,3.8810672760009766,0.0001677568275087
160M,1000,9,7,emergent,42.983909429357745,28.7457893763399,3.941629648208618,3.784480333328247,8.403432525489413e-05
160M,1000,9,8,growing,47.16186506199242,32.12031790675795,3.996809482574463,3.891972303390503,0.0001826493361599
160M,1000,9,9,never,43.75320684474115,43.56674109716409,3.980311632156372,3.9923224449157715,6.601174521190369e-05
160M,1000,9,10,never,32.112493192718524,35.11383214110181,3.888469696044922,3.9210336208343506,0.0004082236740648
160M,1000,9,11,emergent,42.65574901782938,42.23219245808153,3.9677326679229736,3.971395492553711,6.765374987640831e-05
160M,1000,10,0,emergent,47.75250770570264,35.56488985044911,4.007343292236328,3.917724370956421,0.0002422588420312
160M,1000,10,1,growing,47.280186248312944,31.150374506370728,3.999755859375,3.8809328079223633,0.0003749415025971
160M,1000,10,2,emergent,49.1778766526112,40.483431068867425,4.0179443359375,3.964002847671509,0.0001547865695101
160M,1000,10,3,emergent,30.26064217224457,30.65874479287632,3.853968620300293,3.8739089965820312,0.0015650159601669
160M,1000,10,4,emergent,39.33310282665422,30.150993852022825,3.909348726272583,3.863752603530884,0.0008528872208752
160M,1000,10,5,growing,36.90827466953873,47.830128996207044,3.929668664932251,4.021383762359619,0.0001048712065616
160M,1000,10,6,growing,45.65976354633437,37.46698400314359,3.98865008354187,3.9341418743133545,0.0001856136282345
160M,1000,10,7,growing,27.910091066121524,30.422505218857005,3.771721601486206,3.8352720737457275,0.0003579412283427
160M,1000,10,8,growing,45.65011495321171,33.96876054436708,3.9901022911071777,3.904965877532959,0.0001021990018553
160M,1000,10,9,growing,47.0752491101354,36.13146063681848,4.000380516052246,3.9316344261169434,4.839966633522319e-05
160M,1000,10,10,emergent,49.48749907671162,40.3078575295617,4.020774841308594,3.967698574066162,4.4918300675985065e-06
160M,1000,10,11,emergent,41.57210667908601,34.27338179827046,3.952756881713867,3.8945226669311523,0.0001062763836302
160M,1000,11,0,born,27.965573690107334,18.500701015922715,3.761105537414551,3.6934847831726074,0.002787563428252
160M,1000,11,1,never,40.78966612681743,44.36298713441397,3.941372871398926,3.994133949279785,0.0003202659049723
160M,1000,11,2,born,45.29813543787749,31.75029696214927,3.9794225692749023,3.874070644378662,0.0007528946627878
160M,1000,11,3,never,29.16328666674165,19.45095320410481,3.7580747604370117,3.704425811767578,0.0013509474962929
160M,1000,11,4,growing,42.28910466433878,32.51146763578044,3.9505906105041504,3.886906147003174,0.0012378189008899
160M,1000,11,5,never,48.74271560934,49.24703262557156,4.0181779861450195,4.0319623947143555,8.903533465354944e-05
160M,1000,11,6,born,19.531016566505656,41.027315353175595,3.736335277557373,3.9794068336486816,0.0002242915217606
160M,1000,11,7,never,26.10448833983525,19.189740598020723,3.686417579650879,3.685350179672241,0.0046041929204858
160M,1000,11,8,growing,38.5198665871966,29.781488710686446,3.9074463844299316,3.856980800628662,0.001210319269887
160M,1000,11,9,never,28.50572047432666,33.561263723963975,3.82584285736084,3.9065723419189453,0.0006005039991221
160M,1000,11,10,never,40.95359940496834,36.24109309925018,3.939044237136841,3.9300930500030518,0.0002080569900663
160M,1000,11,11,born,13.524849641243286,19.11441549943212,3.463717222213745,3.6498775482177734,0.006673505616094
160M,2000,0,0,growing,30.865554677677252,24.50644472560924,3.791259765625,3.7266595363616943,0.0002575645739546
160M,2000,0,1,growing,38.15109534417274,34.980292795942105,3.8781509399414062,3.864103078842163,0.0005707072287547
160M,2000,0,2,growing,16.659301742136773,11.714204730650492,3.418189525604248,3.357133626937866,0.0002885134832136
160M,2000,0,3,born,30.26663392162495,32.41339407923111,3.7635278701782227,3.8444766998291016,5.574225990718753e-05
160M,2000,0,4,emergent,30.31706289641272,35.1661867090385,3.7786316871643066,3.875056266784668,0.0003481659796386
160M,2000,0,5,growing,28.267722902987767,41.61781472574536,3.763132095336914,3.9528090953826904,0.0003190184152924
160M,2000,0,6,growing,34.28199679456056,35.78809362970125,3.8270580768585205,3.8815462589263916,0.0006233000255409
160M,2000,0,7,born,29.78038232069563,34.67405579611886,3.804749011993408,3.859567880630493,0.0003726194102582
160M,2000,0,8,growing,35.95236197318429,27.156462461162427,3.8478641510009766,3.7723517417907715,0.0001793714055003
160M,2000,0,9,growing,37.530641636354886,28.613777065016436,3.8743736743927,3.791767120361328,0.000248976390378
160M,2000,0,10,born,32.89306053611425,34.49046093707795,3.8201210498809814,3.8638498783111572,0.0004290530721279
160M,2000,0,11,growing,32.798382311140166,17.663665903567125,3.7934069633483887,3.5499541759490967,0.0002979664973386
160M,2000,1,0,growing,28.085277914433238,36.11749468667917,3.7648463249206543,3.8847641944885254,0.001870202998553
160M,2000,1,1,growing,28.923554154970965,38.64679432341704,3.7247862815856934,3.924712657928467,0.0086998923972743
160M,2000,1,2,growing,32.160190130345825,34.85544355118256,3.7908246517181396,3.8509607315063477,0.0001277359345085
160M,2000,1,3,growing,27.22497444075691,42.89974596310462,3.7285914421081543,3.9589524269104004,0.0005076000348976
160M,2000,1,4,born,15.079079192703272,40.89596973616544,3.51934814453125,3.9389936923980713,0.0035679647979003
160M,2000,1,5,born,33.458970691903986,30.668724350946587,3.804659843444824,3.8123960494995117,0.0005200845807051
160M,2000,1,6,growing,37.93238516729981,29.08451685682294,3.872887372970581,3.7859175205230713,0.0003225355470156
160M,2000,1,7,emergent,25.153720486092556,34.025987815778805,3.6509311199188232,3.887511968612671,0.0006169294154836
160M,2000,1,8,born,27.553204584566167,39.888217812020564,3.752156972885132,3.919621467590332,0.0017074645506362
160M,2000,1,9,growing,16.164754579760878,37.42883356231919,3.467740058898926,3.901632785797119,0.0003694815090429
160M,2000,1,10,born,40.37163314174688,37.795941989773084,3.907874584197998,3.90802001953125,0.0013547524296646
160M,2000,1,11,growing,35.90846836818716,36.88908047374696,3.8464457988739014,3.8927297592163086,0.000139281653571
160M,2000,2,0,growing,36.27662117521053,31.810648174937473,3.8477683067321777,3.8457107543945312,0.004430626333014
160M,2000,2,1,born,34.47627369604066,29.86553652634046,3.817991256713867,3.8097805976867676,0.0040219545883074
160M,2000,2,2,growing,43.27565238925457,27.941426145165043,3.9517271518707275,3.766955852508545,0.0008794864203324
160M,2000,2,3,born,40.952852550206586,22.744193832637663,3.9092154502868652,3.6370701789855957,0.0029252523326383
160M,2000,2,4,growing,32.78717304419869,33.86780026654609,3.8042523860931396,3.8883323669433594,0.00102148512175
160M,2000,2,5,growing,42.045132869134214,24.558228268991797,3.9315185546875,3.7077388763427734,0.0001542311976804
160M,2000,2,6,born,31.743736239097814,32.804012697204705,3.735274314880371,3.8635573387145996,0.0076977734676226
160M,2000,2,7,growing,28.460016615116338,18.956470662536542,3.733246088027954,3.5680081844329834,0.0006188140061175
160M,2000,2,8,growing,24.454916245423593,26.948971132656016,3.6712863445281982,3.8164148330688477,0.0031072089802599
160M,2000,2,9,growing,40.167365267482374,33.05357190211851,3.906660556793213,3.858705520629883,0.0023625158816939
160M,2000,2,10,growing,40.31143773878028,23.053375030825404,3.893249273300171,3.6551105976104736,0.0009652873227571
160M,2000,2,11,born,40.80656043660574,29.42923245340705,3.907372236251831,3.787825345993042,0.0019725420509345
160M,2000,3,0,born,27.633916737565457,13.266898204453959,3.5956733226776123,3.5483720302581787,0.0925144270442465
160M,2000,3,1,born,28.88416292730021,21.119714363610665,3.7256617546081543,3.6776652336120605,0.0092052355481733
160M,2000,3,2,born,34.447556967251295,21.22924831695887,3.7818031311035156,3.739628314971924,0.02035147458083
160M,2000,3,3,emergent,25.472756335030578,37.92998235615579,3.6518754959106445,3.908085823059082,0.0012058003981407
160M,2000,3,4,born,33.999337729761336,26.87259418205845,3.787895679473877,3.7843799591064453,0.0009698612126641
160M,2000,3,5,growing,38.75582243985829,26.42373610462807,3.8825249671936035,3.7451255321502686,0.0008390983712352
160M,2000,3,6,growing,31.25739731812069,24.74141538542562,3.7465388774871826,3.7241711616516113,0.001539874727075
160M,2000,3,7,growing,8.637870906004238,28.4203626234677,3.2002205848693848,3.8115649223327637,0.0002974716477732
160M,2000,3,8,born,23.377795835278395,20.177887134508016,3.4532382488250732,3.6833763122558594,0.0061390944570676
160M,2000,3,9,born,40.49559163681203,29.51400065848881,3.885864734649658,3.794865608215332,0.0064305331024311
160M,2000,3,10,born,28.73179771707448,17.818675843194477,3.688441514968872,3.4460060596466064,0.0020771611111259
160M,2000,3,11,growing,31.376699393496462,28.510632217546224,3.7726781368255615,3.8005902767181396,0.0001750125670399
160M,2000,4,0,born,36.14618693734494,36.93224931684664,3.8787646293640137,3.8697805404663086,0.0067894655286857
160M,2000,4,1,growing,30.473388708078865,31.116040019024478,3.76564359664917,3.8196842670440674,0.000462915581631
160M,2000,4,2,born,32.182896906277705,17.68278999259946,3.794078826904297,3.528240442276001,0.0009778944247656
160M,2000,4,3,born,20.23253984448144,9.989254534109008,3.5747644901275635,3.2171173095703125,0.0017518298953047
160M,2000,4,4,born,23.98125478099755,14.088740311869213,3.6097137928009033,3.4408392906188965,0.0032440233231478
160M,2000,4,5,born,25.38939923969219,13.540282285656039,3.5854458808898926,3.4633898735046387,0.0126077980350767
160M,2000,4,6,born,52.4748923834302,36.903450482316074,4.0477190017700195,3.832557439804077,0.0030147646068024
160M,2000,4,7,born,30.723377954774254,9.587551714987072,3.8106274604797363,3.202561140060425,0.0005127589572344
160M,2000,4,8,born,47.26160322018088,37.068463336244754,3.994439125061035,3.8549301624298096,0.008011806389164
160M,2000,4,9,born,36.42949788587254,19.552538265873245,3.8505642414093018,3.6064436435699463,0.0013819691557538
160M,2000,4,10,born,50.35317077392888,42.52215630706202,4.037544250488281,3.880436897277832,0.0141935319050406
160M,2000,4,11,born,52.72297344787483,36.588276096412685,4.053149223327637,3.8367762565612793,0.0031708526465429
160M,2000,5,0,growing,39.50597555430137,30.442598306881468,3.894850730895996,3.793657064437866,0.0002427676470007
160M,2000,5,1,born,35.14866496871206,21.21460144544591,3.844794511795044,3.6308860778808594,0.0111922022326969
160M,2000,5,2,growing,34.774364482773805,31.163632560741934,3.8142480850219727,3.760568857192993,0.0122020398906142
160M,2000,5,3,born,21.75749928853928,21.06145929802366,3.6276586055755615,3.6264383792877197,0.0023388070378032
160M,2000,5,4,growing,44.89777766238217,29.5236952941669,3.958322525024414,3.754810333251953,0.0074286446755567
160M,2000,5,5,growing,29.062095165411783,20.529340989654333,3.70792818069458,3.6109187602996826,0.0026715263113862
